"abertura";"tipo";"solicitacao";"descricao";"tipo_solicitacao";"origem";"situacao"
"2017-04-03";"Fechamento de canteiro central";"A dona Lisandra gostaria de saber se está planejado o fechamento dos canteiros na avenida Rio Grande do Sul, no trecho destacado em anexo. Segundo ela, muitos carros e motos optam por fazer esse retorno irregular, ocasionando diversos acidentes.";"Laranjal                                                                                            ";"Informação";"Facebook - 1";"Fechado"
"2017-04-03";"Praças";"Cidadã solicita reparo nos brinquedos que ficam na praça do lado do Azilo Filadélfia, na rua Profa Ernestina Mursa, próximo ao número 288, no bairro Fátima.";"Nossa Senhora de Fátima                                                                             ";"Solicitação de Serviço";"Facebook - 2";"Aberto"
"2017-04-03";"Vazamento de água potável";"Cidadão solicita ajustes em um cano na Rua Arthur Raubach em frente ao número 595 no Sítio Floresta. Segundo ele, a rua está sendo asfaltada e ele teme que seja finalizado e depois ele seja quebrado para ajustes no cano.";"Sítio Floresta                                                                                      ";"Solicitação de Serviço";"Facebook - 2";"Fechado"
"2017-04-04";"Rivindicação Ouvidoria";"Boa noite Semana passada relatei um problema de esgoto , rapidamente fui atendida. Mas voltou o problema e agora em situação pior , esta vertendo pra dentro das casas, corre não só na minha mas das outras residencias , o mau cheiro é terrível. Ficaria agradecida se viessem dar uma olhada.";"Centro                                                                                              ";"Reclamação";"Portal da transparência";"Fechado"
"2017-04-04";"Mau atendimento SQA";"Cidadã relata que não conseguiu contato com a secretaria no dia 04 de abril desde as 8 horas até as 8 e 25 e nao conseguiu contato.";"Areal                                                                                               ";"Denuncia";"Telefone";"Fechado"
"2017-04-04";"Rivindicação Ouvidoria";"Venho solicitar a correção do valor cobrado na conta de água nesse ultimo mês de março de 2017. Pagamos em média até o presente momento 40,00 R$, no entanto a última conta veio com valor 375,00 R$. Após consulta de um engenheiro constatou nenhum vazamento, no entanto ficou evidenciado que a possível causa foi o ar presente na tubulação devido as obras realizadas nessa região que provocaram a falta do abstecimento dágua e uma água com cor marrom por diversas vezes durante o referido mês. Gostaria de saber como proceder, pois esse valor cobrado é absurdo, muito acima da média e fora do nosso orçamento. O pagamento dessa conta implicará em problemas no nosso orçamento pessoal. Aguardo uma resposta o mais rápido possível, visto que a conta está por vencer! Att. Guilherme Höehr Trindade";"Centro                                                                                              ";"Reclamação";"Portal da transparência";"Fechado"
"2017-04-04";"Passagem de transporte coletivo.";"A Karla afirma que os ônibus da Cohab Tablada estão demorando muito para passar, e quando vêm, vêm lotados. Existe uma defasagem de veículos para essa linha? Alguma previsão de novos veículos serem incluídos para essa linha?  ";"Cohab Tablada                                                                                       ";"Reclamação";"Facebook - 1";"Fechado"
"2017-04-04";"Limpeza Urbana";"CIDADÃO SOLICITA LIMPEZA DO CANAL LOCALIZADO NO ENDEREÇO; AV THEODORO MILLHER, BAIRRO; FRAGATA.";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-04-04";"Poda e Retirada de Árvore";"É PEDIDO A RETIRADA DE ALGUNS GALHOS JÁ CORTADOS NA RUA TRÊS PASSOS, NO BARRO DURO EM FRENTE AO 367.";"Balneário dos Prazeres                                                                              ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-04-04";"Iluminação Pública Irregular";"TROCA DE LAMPADA NO ENDEREÇO; RUA GENERAL NETO DE FRONTE 670, COM ESQUINA RUA GONÇALVES CHAVES, BAIRRO; CENTRO. (DE FRONTE AO EDIFÍCIO ARROIO GRANDE).";"Centro                                                                                              ";"Solicitação de Serviço";"Presencial";"Fechado"
"2017-04-04";"Iluminação Pública Irregular";"Na rua General Neto em frente ao nº64, existe um poste que está apagado e a lâmpada já foi trocada, porém, o problema continua.";"Centro                                                                                              ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-04-04";"Maus tratos a animais";"CIDADÃ ALEGA QUE NO ENDEREÇO; AV PERNAMBUCO, 5385,BAIRRO: BALNEÁRIO DOS PRAZERES, O PROPRIETÁRIO EFETUA MAUS TRATOS A UM CÃO (PITBUL), POIS MESMO DEIXA ESTE ANIMAL AMINGUÁ PREZO A UMA CORRENTE CURTA. SALIENTA QUE ESTE ANIMAL LATE TODO DIA E A NOITE DEVIDO A ESTA AÇÃO!";"Balneário dos Prazeres                                                                              ";"Reclamação";"Telefone";"Fechado"
"2017-04-04";"Buraco na via pavimentada";"A Tais gostaria de saber se, no bairro Navegantes,vai ser asfaltado a Av Arthur de Souza Costa, pelo lado do 3, entre Lázaro Zamenhof e Darci Vargas. ";"Navegantes I                                                                                        ";"Informação";"Facebook - 1";"Aberto"
"2017-04-04";"Esgoto a céu aberto";"Cidadão denuncia um esgoto a céu aberto na rua Aldrovando Lino Iturriet nº 32 navegantes I  segundo o cidadão morador esta largando o esgoto na parada de ônibus e está prejudicando os moradores que utilizam aquele abrigo pois o ônibus cada vez que vai encostar os usuários tem de sair para não se molhar. ";"Navegantes I                                                                                        ";"Denuncia";"Presencial";"Fechado"
"2017-04-04";"Poda e Retirada de Árvore";"É PEDIDO A RETIRADA DE ALGUNS GALHOS JÁ CORTADOS NA RUA TRÊS PASSOS, NO BARRO DURO EM FRENTE AO 367.";"Balneário dos Prazeres                                                                              ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-04-04";"Recolhimento de entulho";"Na gomes carneiro com santa cruz no centro em frente ao 1477 existe entulhos como sofás e madeiras é pedido o recolhimento.";"Centro                                                                                              ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-04-04";"Iluminação Pública Irregular";"Cidadão solicita reposição de lampada na rua Hulha Negra nº 1958 Novo Valverde Laranjal.";"Laranjal                                                                                            ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-04-04";"Rivindicação Ouvidoria";"Moro na Rua General Neto entre as ruas Santa Cruz e Almirante Barroso, já faz uma semana que colocaram junto a lixeira pedaços de um roupeiro e até hoje não foi recolhido. Gostaria de saber quando serão recolhidos pois esta atrapalhando a calçada. att Pedro";"Centro                                                                                              ";"Reclamação";"Portal da transparência";"Fechado"
"2017-04-04";"Desobstrução de galeria";"Na rua Carlos Gotuzzo Giacoboni quase esquina travessa Leite Nunes na guabiroba, exites uma galeria entupida é pedido providência.";"Cohab Guabiroba                                                                                     ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-04-04";"Poda e Retirada de Árvore";"PODA DE ARVORE NO ENDEREÇO; RUA PROFESSOR ALVARO DA SILVA VERNETTI, N°10, BAIRRO; FRAGATA.";"Fragata                                                                                             ";"Solicitação de Serviço";"Telefone";"Fechado"
"2017-04-04";"Guarda Municipal";"Cidadã relata que não conseguiu contato com a secretaria no dia 04 de abril desde as 8 horas até as 8 e 25 e nao conseguiu contato.";"Areal                                                                                               ";"Denuncia";"Telefone";"Fechado"
"2017-04-04";"Buraco na via NÃO pavimentada";"na rua pereira passos em frente nº 370 um buraco enorme se formou é pedido reparo.";"Areal                                                                                               ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-04-04";"Poda e Retirada de Árvore";"PODA DE ARVORE NO ENDEREÇO; RUA LOBO DA COSTA, N°572, BAIRRO: CENTRO. OBS; SÃO DUAS ARVORES GRANDES QUE ESTÃO AVANÇANDO PARA CIMA DO TOLDO DO EDIFÍCIO.";"Centro                                                                                              ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-04-05";"Falta de segurança";"Cidadã pede rondas próximo ao IFSul, na parada de ônibus que há na frente. Segundo ela, próximo das 18h, há muitos assaltos no local.";"Centro                                                                                              ";"Solicitação de Serviço";"Facebook - 2";"Fechado"
"2017-04-05";"Iluminação Pública Irregular";"Cidadão solicita reposição de lampada na rua Marques de Olinda nº 252 bairro Py Crespo Três Vendas";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Telefone";"Aberto"
"2017-04-05";"Projetos da cidade.";"Cidadão solicita colocação de uma ponte na rua Dr. Mário Meneghetti com Estrada da Balsa, essa colocação se faz necessária pois várias vezas motos roubadas fogem para lá e a as viaturas da policia não conseguem passar e acabam perdendo o motoqueiro de vista, cidadão pede providência.";"Nossa Senhora de Fátima                                                                             ";"Solicitação de Serviço";"Presencial";"Aberto"
"2017-04-05";"Falta de segurança";"A Daiane afirma que a insegurança nas escolas do bairro Fragata está muito grande. Assaltos constantes nas escolas como CIEP, Dona Mariana Eufrásia e Adolfo Fetter. O policiamento e ronda estão sendo feitos de forma constante? ";"Fragata                                                                                             ";"Denuncia";"Facebook - 1";"Fechado"
"2017-04-05";"Limpeza Urbana";"SOLICITA LIMPEZA URBANA NO ENDEREÇO; RUA AFONSO ARINO, BAIRRO: SIMÕES LOPES. OBS; OS CAPINS ESTÃO MUITO GRANDE E SALIENTA QUE ANO PASSO QUANDO HOUVE UMA LIMPEZA A EQUIPE NÃO RECOLHEU A SUJEIRA AMONTOADA, A QUAL ESTA LA ATÉ HOJE .";"Três Vendas                                                                                         ";"Solicitação de Serviço";"Presencial";"Fechado"
